,keyword,importance,total_importance
997,"preowned vehicle, scam, big scam, tow truck driver, vehicle",0.4283-0.3312-0.327-0.2873-0.2785,1.65
998,"swapping, struts rotors, severe rust, swap, brakes",0.3955-0.3927-0.3895-0.3643-0.3562,1.9
999,"carvana, credit union, local credit union, financing, carvana representative",0.418-0.4108-0.4043-0.3969-0.3888,2.02
1000,"carvana, car company, gaskets, car * *, warranty",0.3857-0.3346-0.3279-0.2944-0.2927,1.64
1001,"payment, paymeant, buyer, buyer beware, pick date",0.4818-0.4325-0.3546-0.3253-0.3114,1.91
1002,"transfer case, heating coil, timing chain, warranty, coil",0.3869-0.3555-0.3305-0.3214-0.2786,1.67
1003,"approved car, shipping delay, pickup date, approved, reschedule",0.4944-0.4319-0.3375-0.2918-0.2835,1.84
1004,"uber receipts, uber, contract, carvanawith, nice car",0.4936-0.3761-0.2557-0.2216-0.2083,1.56
1005,"jeep, emergency brake, emergency brake issue, mechanic, transportation delay",0.3963-0.3917-0.3903-0.3134-0.2988,1.79
1006,"absolutely horrible, delivery time, delivery, horrible, issues",0.503-0.4918-0.4326-0.4065-0.2595,2.09
1007,"delayed, reschedule, delivery, carvana, charge",0.4498-0.4175-0.4081-0.3115-0.2749,1.86
1008,"wrong car, new car, repair, dealerships, car",0.325-0.2846-0.2762-0.2657-0.2498,1.4
1009,"convoluted warranty system, car carvana, warranty provider, deductible, misrepresentation",0.5158-0.4156-0.3953-0.3689-0.3604,2.06
1010,"carvana experience, great experience customer service, carvana, experience, customer service",0.671-0.6146-0.4955-0.4546-0.4376,2.67
1011,"carvana registration, vehicle carvana, car swap, carvana, registration",0.534-0.4847-0.4821-0.3813-0.3282,2.21
1012,"false advertising, grandma car, carvana, mustang, car needs",0.4444-0.3701-0.3579-0.3487-0.3406,1.86
1013,"refund, explorer, credit, week delay, customer",0.4034-0.3456-0.3322-0.315-0.3079,1.7
1014,"delays, delayed, delay, delivered, time l",0.6072-0.5835-0.5491-0.2958-0.2388,2.27
1015,"worst car dealership, carvana fraud, car dealership, dealership, consumer affairs",0.5585-0.4545-0.4397-0.437-0.3819,2.27
1016,"true car, delayed, carvana, car, pick",0.3736-0.349-0.3137-0.2753-0.2413,1.55
1017,"transmission module, silverock warranty, repair, transmission shop, warranty",0.4338-0.409-0.3479-0.3382-0.3364,1.87
1018,"warranty 3rd party, day warranty, new charger, warranty, customer service",0.481-0.397-0.3845-0.3567-0.3336,1.95
1019,"delivery truck, second car, vehicle, second delay, delay",0.4484-0.4057-0.3695-0.364-0.3559,1.94
1020,"inspection, point inspection, ob2 codes, corvette, policy",0.4357-0.3996-0.2673-0.2453-0.2295,1.58
1021,"brake bill, * * * * * miles warranty, miles warranty, contract lawsuit, brakes",0.5085-0.423-0.4219-0.4203-0.3848,2.16
1022,"stressful car buying experience, car buying experience, car buying, dealer, * * * * dealer",0.8426-0.7098-0.587-0.4123-0.4069,2.96
1023,"tire, tires, tire light, back tires, deductible",0.457-0.4214-0.4046-0.4004-0.3523,2.04
1024,"car carvana, carvana, negative star review, star review, warranty department",0.5226-0.4583-0.4285-0.3659-0.3526,2.13
1025,"worst car buying experience, notary carvana, customer service, bank, refund",0.3595-0.3588-0.35-0.3223-0.3137,1.7
1026,"carvana, uber, appointment, correct bus, bus",0.5151-0.3296-0.285-0.2777-0.2774,1.68
1027,"rescheduling, reschedule, rescheduled, truck, pickup",0.5073-0.4793-0.4534-0.3511-0.3433,2.13
1028,"car insurance, approved car, lawsuit, insurance, company",0.4212-0.369-0.313-0.303-0.276,1.68
1029,"highlander, carvana, * * * * * * highlander, february, car",0.4951-0.4678-0.4505-0.3229-0.2878,2.02
1030,"horrible business, deliver, horrible, business, inability",0.5528-0.493-0.3575-0.351-0.198,1.95
1031,"violent shake, shake, scammers, vehicle, inspection",0.4883-0.422-0.2902-0.2737-0.2414,1.72
1032,"carvanas warranty company, times carvanas warranty company, warranty company, network warranty shops, warranties",0.6391-0.5671-0.4543-0.4371-0.4305,2.53
1033,"dealership, sonata, much paperwork, dealer, financing",0.3557-0.3348-0.306-0.303-0.3016,1.6
1034,"car registration, registration, pickup day, last name, paperwork",0.4614-0.3921-0.3628-0.3623-0.3398,1.92
1035,"carvana, carvana preys, car swap, vehicle, safer vehicle",0.5074-0.4704-0.4238-0.4155-0.3946,2.21
1036,"unrefundable delivery charges, delivery charges, delivery date, insurance, delivery",0.5224-0.4506-0.4063-0.3294-0.3246,2.03
1037,"acura dealership, acura dealer, battery replacement, acura mdx, acura",0.425-0.4233-0.3961-0.3757-0.3577,1.98
1038,"law firm, paperwork, law, tag, months",0.3845-0.3787-0.3292-0.2666-0.1993,1.56
1039,"zero stars, hour delivery window, appointment, appointments, delivery window",0.4375-0.4336-0.4016-0.3968-0.3916,2.06
1040,"tires, carvana, engine failure, dealers, car",0.4873-0.3739-0.3201-0.2931-0.2848,1.76
1041,"anotone, major repairs, repairs, horrible company, horrible horrible company",0.41-0.3619-0.3324-0.3008-0.2927,1.7
1042,"warranty company silver rock everything, warranty company silver rock, carvana warranty company, carvana warranty, warranty company",0.5061-0.5019-0.4531-0.4241-0.4219,2.31
1043,"inspection report, warranty, inspection, repair, car",0.5216-0.403-0.3989-0.3694-0.3169,2.01
1044,"insurance verification, clean vehicle, agreement, verification, insurance",0.5262-0.3381-0.3297-0.3224-0.3098,1.83
1045,"carvana care, car carvana, used car, carvana, coverage",0.4882-0.457-0.423-0.3448-0.3294,2.04
1046,"repairs claim, repairs, inspection, warranty, small claims court",0.5623-0.4573-0.3695-0.3582-0.3366,2.08
1047,"inspection, carvana truck, front tire roters, trust carvana, carvana buyers",0.4254-0.4062-0.3501-0.3498-0.3448,1.88
1048,"car carvana, carvana, car, credit, app",0.4891-0.4017-0.2914-0.2698-0.2285,1.68
1049,"transmission, transmissions, car mechanic, car, cars",0.3796-0.3375-0.2848-0.2771-0.2722,1.55
1050,"car carvana, car payment, app, carvana, carvana nightmare",0.481-0.4607-0.4061-0.4051-0.3934,2.15
1051,"purchase carvana, carvana, car key, car, key fob",0.7809-0.6283-0.513-0.4053-0.32,2.65
1052,"denial letter, associate * * * * *, associate, acadia, prior associates",0.4393-0.3946-0.3681-0.3579-0.3341,1.89
1053,"carvana, vehicle, inspection, corvette, insurance",0.3803-0.368-0.3678-0.3139-0.3104,1.74
1054,"reschedule, wrong car, carvana, vehicle, information carvana",0.3626-0.3299-0.3265-0.3163-0.314,1.65
1055,"delivery time, delivery friday, refund, delivery, call",0.3376-0.3337-0.3181-0.2603-0.2467,1.5
1056,"new registration, registration, transfer, carvana, registration team",0.4329-0.4297-0.3507-0.3256-0.3242,1.86
1057,"carvana, return, agent, get, $",0.486-0.3188-0.3099-0.163-0.147,1.42
1058,"payment information, purchase online, payment, setup purchase, reschedule",0.3683-0.3547-0.3336-0.3221-0.295,1.67
1059,"kia * * * * *, kia * * * *, kia * * * * * *, kia * * * * * * *, kia * *",0.3864-0.3855-0.3853-0.3823-0.3773,1.92
1060,"transportation delays, new vehicle, delays, new car, mustang",0.4132-0.3616-0.3562-0.3361-0.3294,1.8
1061,"advertised free shipping, false charges, false advertising, free shipping, shipping fees",0.5882-0.4944-0.4853-0.4122-0.4043,2.38
1062,"oil pressure sensor alarm, cadillac cts, cadillac, sensor, resale",0.5642-0.5087-0.4363-0.3631-0.2879,2.16
1063,"broken cars, good lawyers, lawyers, car shop, carvana cars",0.5159-0.3704-0.3592-0.3155-0.3151,1.88
1064,"carvana, car payment, first car payment, insurance, horrible underwriting department",0.4054-0.3675-0.3602-0.2793-0.2766,1.69
1065,"infiniti qx30, car buying experience, driver, safety issue, car buying",0.4496-0.3949-0.3298-0.3166-0.3162,1.81
1066,"car registration, registration, temporary tags, tags, first payment",0.5923-0.5473-0.4496-0.3071-0.2775,2.17
1067,"axle, warranty, premier warranty, repair, repair bill",0.4614-0.4056-0.3792-0.3448-0.3352,1.93
1068,"kbb, kkb, worth * * * * * *, worth * * * *, worth",0.5358-0.5184-0.4192-0.4089-0.3855,2.27
1069,"vehicle carvana, carvana company, guarantee, day guarantee, carvana",0.5004-0.496-0.4581-0.4524-0.3863,2.29
1070,"customers, promises, delivered, car, phone",0.2368-0.2328-0.2068-0.2063-0.1823,1.06
1071,"refund, gas leak, full refund, complaint, leak",0.4711-0.4502-0.4097-0.3805-0.2974,2.01
1072,"delayed, delivery day, delivery date, day delivery, rescheduled",0.4018-0.3981-0.3721-0.3596-0.3405,1.87
1073,"advocate, carvana, dealership, vehicle, suv",0.5218-0.4244-0.4115-0.3596-0.3356,2.05
1074,"car carvana, zero stars, carvana, warranty window, day warranty window",0.429-0.4073-0.3632-0.361-0.3559,1.92
1075,"carvana, warranty company, warranty, new car, acceptable standards",0.3988-0.3826-0.3673-0.3313-0.2825,1.76
1076,"false advertising, customers, reschedule, advertising, state laws",0.4329-0.2977-0.2947-0.2707-0.2421,1.54
1077,"terrible service, horrible, terrible, service, go",0.6494-0.5-0.4753-0.4164-0.2104,2.25
1078,"rear wheel drive, wheel drive, vehicle, rear, wheel",0.6239-0.4837-0.4271-0.4216-0.3573,2.31
1079,"extended warranty company, warranty company, carvana, extended warranty, behold carvana",0.4316-0.4228-0.3979-0.3977-0.3732,2.02
1080,"worst dealer, dealer, poor customer support, vehicle, customer support",0.6377-0.5526-0.3868-0.3658-0.359,2.3
1081,"duplicate title, car carvana, title release, carvana, title",0.5405-0.5075-0.4889-0.418-0.3461,2.3
1082,"audi a4, audi, drive system malfunction light, turbos, turbo",0.5324-0.4563-0.4425-0.3768-0.3756,2.18
1083,"greedy, low ball, ball, trade, low",0.5256-0.3846-0.2998-0.2462-0.2281,1.68
1084,"advertised!!jeep, removable accessory disclosure, vehicle packages, false advertising, hard top",0.5189-0.4715-0.4141-0.3456-0.3432,2.09
1085,"dodge charger superbee, car carvana, car, dodge, cars cost",0.6319-0.4786-0.3821-0.3751-0.3675,2.24
1086,"temporary license plate, paperwork carvana, license plate, temporary license, dmv",0.609-0.5603-0.502-0.4506-0.3942,2.52
1087,"car carvana, car buying, worst car buying, carvana, vehicle test drive",0.4974-0.4594-0.4435-0.3846-0.3846,2.17
1088,"additional temporary tags, temporary tags, temporary tag, tags, vehicle * * *",0.5247-0.5221-0.4896-0.3644-0.3462,2.25
1089,"back tires, back passenger tire, tire, tires, tire shop",0.4685-0.4386-0.4289-0.4273-0.4082,2.17
1090,"carvana, audi, worst business, customer service, dmv",0.3937-0.344-0.3432-0.3337-0.3192,1.73
1091,"worst car buying experience, warranty program, warranty, car buying experience, worst car buying",0.437-0.4245-0.4016-0.3883-0.3378,1.99
1092,"dealership, delivery date, deliver, vehicle, delivery",0.4029-0.3328-0.3317-0.3231-0.318,1.71
1093,"got car, car, accountability, purchase, issues",0.3172-0.2975-0.2892-0.2818-0.2403,1.43
1094,"class action lawsuit, contract, lawsuit, deliver, carvana",0.5267-0.3518-0.3434-0.3283-0.3066,1.86
1095,"insurance, insurance company, insurance companies, carvana dealership, recommend carvana",0.4765-0.4339-0.4318-0.4271-0.3899,2.16
1096,"worst car buying experience, 4wd, worst car buying, four wheel drive, car buying experience",0.5095-0.4748-0.4473-0.4388-0.4225,2.29
1097,"warranty company carvana, fraudulent condition, damages, * * warranty, warranty",0.4717-0.4393-0.415-0.3778-0.3725,2.08
1098,"complete lemon, lemon, lemons, limited warranty, warranty",0.6521-0.608-0.5593-0.381-0.3711,2.57
1099,"four wheel drive, carvana, worst company, absolute worst company, wheel drive",0.4595-0.4072-0.388-0.3879-0.3806,2.02
1100,"day money back guarantee, rescheduled, guarantee, carvana car, carvana",0.5151-0.3564-0.3389-0.3144-0.2374,1.76
1101,"rescheduled, company, car, manager, drive",0.3986-0.3441-0.2792-0.2761-0.2369,1.53
1102,"rescheduling, insurance regulations, insurance, dealership, cancel",0.3606-0.3364-0.3061-0.2929-0.2921,1.59
1103,"carvana product, negative inspection, carvana, carvana folks, favorable inspections",0.4876-0.4512-0.4307-0.4114-0.4021,2.18
1104,"auto financing, financing, approved, approval, auto",0.6456-0.49-0.4085-0.3701-0.2563,2.17
1105,"fraud, insurance, reviews, approved, guarantee",0.3627-0.3445-0.2925-0.2805-0.2706,1.55
1106,"silver rock carvana, silver rock, new battery, silver leaf, silver",0.4141-0.3399-0.3196-0.3095-0.3029,1.69
1107,"carvana, vehicle, car, delivered, purchasing",0.6263-0.4078-0.3356-0.3068-0.2913,1.97
1108,"bank statement, bank, verification, co applicant, worst company",0.5403-0.4352-0.3978-0.3239-0.2716,1.97
1109,"title plates, plates, carvana, carvana nightmare, car",0.5496-0.4138-0.3926-0.3785-0.3278,2.06
1110,"late payment, swap vehicle, swap, online price, car buying",0.4029-0.3931-0.3408-0.3369-0.3298,1.8
1111,"purchase vehicles, vehicle sale, partner vehicle, inspection, point inspection",0.5611-0.5016-0.4728-0.3844-0.3559,2.28
1112,"wrong bank account, wrong bank, car carvana, carvana, banking",0.5363-0.5219-0.4775-0.4373-0.3944,2.37
1113,"jeep cherokee, jeep, awd car, car, front wheel drive car",0.4234-0.3914-0.3212-0.2955-0.2954,1.73
1114,"awd edge, awd, vehicle price, perfect vehicle, vehicle",0.5804-0.4157-0.3862-0.3533-0.3138,2.05
1115,"scam, purchase terms, new sale quote, purchase documents, scam artists",0.4184-0.4145-0.4101-0.4092-0.4,2.05
1116,"free car, bad tags, cop, car, tags",0.4788-0.3229-0.3224-0.3177-0.2672,1.71
1117,"promise date issue, empty promises, promises, promise, delayed",0.5803-0.5604-0.516-0.377-0.3744,2.41
1118,"carvana, negative reviews, reviews, inspection, bad reviews",0.5153-0.4003-0.3813-0.3759-0.3499,2.02
1119,"refund, resign contracts, contract had'nt, contract, contracts",0.4355-0.4127-0.3765-0.3604-0.3341,1.92
1120,"inspection, point carvana, carvana, vehicles, terrible company",0.4992-0.451-0.409-0.3836-0.3617,2.1
1121,"swap guarantee, guarantee, different cars, swap, photo shop pictures",0.5337-0.378-0.3703-0.3484-0.3165,1.95
1122,"jeep wrangler sahara, broken vehicle, jeep, jeep wrangler, vehicle",0.4579-0.4538-0.4387-0.4315-0.348,2.13
1123,"several cosmetic issues, cosmetic issues, carvana employee incompetence, warranty, carvana employee",0.4126-0.4002-0.3862-0.3758-0.3539,1.93
1124,"local mini dealer, uber, damaged wiring *, car finally, rental car",0.4612-0.3987-0.3514-0.3341-0.3264,1.87
1125,"car buying experience, best car buying experience, car purchase, best car buying, car buying",0.5262-0.5208-0.4413-0.4114-0.4102,2.31
1126,"car carvana, carvana, vehicle, dealership, local mechanic asap",0.6243-0.5547-0.4-0.396-0.3509,2.33
1127,"star rating, carvana sucks, rating, carvana, dealership",0.4949-0.4521-0.3682-0.3446-0.3438,2.0
1128,"day delivery, appointment, broken headlight, false advertising, delivery",0.3321-0.3073-0.2998-0.2978-0.2895,1.53
1129,"pickup, inconvenience, reschedule, vehicle, false information",0.3009-0.2856-0.2802-0.2671-0.257,1.39
1130,"inspection, point inspection, plates, transmission problems, transmission",0.4587-0.4131-0.3593-0.3078-0.3022,1.84
1131,"silver rock carvana, vehicles repairs, silver rock, time silver rock, vehicle",0.4544-0.4173-0.4076-0.3841-0.3483,2.01
1132,"problem carvana, carvana, car, issues, warranty",0.7111-0.6357-0.2964-0.2617-0.2616,2.17
1133,"rescheduled, delivery date, customer service, new contract, new ev",0.3951-0.3596-0.3152-0.314-0.2786,1.66
1134,"day silver rock warranty, silver rock warranty, repairs, purchase vehicle, vehicle inspections",0.4606-0.4473-0.3724-0.359-0.3505,1.99
1135,"damaged tires, tire, tire size, tire sizes, tires",0.555-0.4685-0.4624-0.4617-0.4392,2.39
1136,"car online, totaled car, bank carvana, new delivery date, 3rd party financing",0.428-0.4001-0.3859-0.3769-0.3512,1.94
1137,"vehicle arrived, carmax, past several purchases, carvana, delivery date",0.4255-0.4007-0.3638-0.3482-0.3439,1.88
1138,"registration problem, credit, payment, loan, state",0.3062-0.2613-0.2512-0.247-0.2447,1.31
1139,"legal representation, treatment, wrong vehicle, vehicle, rescheduled",0.5124-0.3399-0.3215-0.3142-0.2799,1.77
1140,"carvana customer service, carvana paperwork, carvana registration, security agreement, carvana customer",0.5587-0.5567-0.546-0.5154-0.4989,2.68
1141,"upside car loan, car loan, car carvana, auto loan, carvana",0.5841-0.5229-0.5222-0.4628-0.4349,2.53
1142,"rebuild contract, original contract, additional payment, payments, payment resolution team",0.4466-0.3734-0.3652-0.3484-0.3178,1.85
1143,"vehicle carvana, carvana, damages, * * * * dealership, * * * * * dealership",0.5454-0.4737-0.4698-0.433-0.4308,2.35
1144,"worst people, pos, car, worst, promises",0.4845-0.4093-0.3389-0.308-0.296,1.84
1145,"rental reimbursement, rental reimbursement policies, reimbursement, poor service centers, service center",0.3947-0.3786-0.3505-0.3418-0.3069,1.77
1146,"worst car buying experience, car buying experience, worst car buying, car buying, engine malfunction message",0.591-0.5339-0.5034-0.4914-0.3717,2.49
1147,"poor customer service experience, poor customer service, customer service experience, flood vehicle, car fax",0.5427-0.4864-0.4756-0.4587-0.4309,2.39
1148,"many mechanical issues, bad reviews, bad reviews .., reviews, mechanical issues",0.3589-0.3483-0.3352-0.3351-0.3214,1.7
1149,"rescheduled, reschedule, offer deadline, appointment, cancel",0.3777-0.3549-0.3514-0.2992-0.2689,1.65
1150,"carvana finally, carvana, loan, loans, interest",0.5336-0.5309-0.433-0.3624-0.2824,2.14
1151,"wrong delivery address, delivery address, wrong delivery, initial delivery address, delivery date",0.5274-0.4605-0.4476-0.4218-0.4046,2.26
1152,"steering wheel, carvana llc, wrong car, steering, kia * *",0.473-0.4717-0.4526-0.4455-0.4185,2.26
